date,symbol,frequency,open,high,low,close,volume,amount,position
2025-01-14 00:00:00,SHFE.rb2510,1d,3272.0,3315.0,3265.0,3306.0,33691,1109014368.0,137260
2025-01-15 00:00:00,SHFE.rb2510,1d,3301.0,3324.0,3295.0,3317.0,20437,676682240.0,138671
2025-01-16 00:00:00,SHFE.rb2510,1d,3316.0,3353.0,3311.0,3349.0,29379,979625136.0,140774
2025-01-17 00:00:00,SHFE.rb2510,1d,3330.0,3402.0,3330.0,3400.0,44832,1513475152.0,148364
2025-01-20 00:00:00,SHFE.rb2510,1d,3398.0,3422.0,3375.0,3401.0,53771,1826739696.0,145293
2025-01-21 00:00:00,SHFE.rb2510,1d,3397.0,3424.0,3388.0,3394.0,33723,1147854960.0,143689
2025-01-22 00:00:00,SHFE.rb2510,1d,3391.0,3395.0,3359.0,3379.0,28852,972904560.0,146283
2025-01-23 00:00:00,SHFE.rb2510,1d,3380.0,3413.0,3378.0,3390.0,34270,1163488608.0,149453
2025-01-24 00:00:00,SHFE.rb2510,1d,3385.0,3418.0,3366.0,3411.0,28474,965439440.0,150542
2025-01-27 00:00:00,SHFE.rb2510,1d,3412.0,3424.0,3391.0,3421.0,20589,702018672.0,149762
2025-02-05 00:00:00,SHFE.rb2510,1d,3432.0,3436.0,3349.0,3360.0,23656,799352624.0,151988
2025-02-06 00:00:00,SHFE.rb2510,1d,3360.0,3400.0,3357.0,3395.0,28511,964045056.0,156629
2025-02-07 00:00:00,SHFE.rb2510,1d,3382.0,3416.0,3382.0,3392.0,32272,1097232960.0,163171
2025-02-10 00:00:00,SHFE.rb2510,1d,3393.0,3418.0,3364.0,3381.0,63775,2162321136.0,173732
2025-02-11 00:00:00,SHFE.rb2510,1d,3389.0,3389.0,3328.0,3332.0,55725,1870909840.0,178031
2025-02-12 00:00:00,SHFE.rb2510,1d,3331.0,3356.0,3321.0,3348.0,42344,1414742080.0,181197
2025-02-13 00:00:00,SHFE.rb2510,1d,3352.0,3356.0,3310.0,3320.0,37356,1244855936.0,186077
2025-02-14 00:00:00,SHFE.rb2510,1d,3314.0,3344.0,3308.0,3320.0,43804,1456587648.0,190449
2025-02-17 00:00:00,SHFE.rb2510,1d,3310.0,3352.0,3305.0,3342.0,56635,1884027440.0,196565
2025-02-18 00:00:00,SHFE.rb2510,1d,3342.0,3371.0,3329.0,3368.0,52719,1767314128.0,209079
2025-02-19 00:00:00,SHFE.rb2510,1d,3368.0,3382.0,3363.0,3369.0,41884,1412875408.0,218866
2025-02-20 00:00:00,SHFE.rb2510,1d,3376.0,3409.0,3358.0,3404.0,71050,2404471216.0,234823
2025-02-21 00:00:00,SHFE.rb2510,1d,3404.0,3422.0,3402.0,3407.0,54331,1854659024.0,241351
